"Snow_Course_Name","Number","Elevation_metres","Date_of_Survey","Snow_Depth_cm","Water_Equiv_mm","Survey_Code","percent_Normal","Density_pecent","Survey_Period","Normal_mm"
"MOUNT SHEBA","4A18",1480,"3/30/1984",188,601,NA,73,32,"April_1",823
"MONKMAN CREEK","4A20",1566,"3/30/1984",141,453,NA,84,32,"April_1",540
"CHAPMAN LAKE","4B04",1485,"3/30/1984",125,398,NA,87,32,"April_1",457
"TACHEK CREEK","4B06",1133,"3/30/1984",63,166,NA,74,26,"April_1",223
"MCKENDRICK CREEK","4B07",1048,"3/30/1984",70,216,NA,80,31,"April_1",271
"MOUNT CRONIN","4B08",1491,"3/30/1984",164,557,NA,98,34,"April_1",570
"BEAR PASS","4B11",460,"3/30/1984",72,300,NA,63,42,"April_1",478
"BEAR PASS","4B11A",437,"3/30/1984",119,492,NA,77,41,"April_1",642
"CARMI","2E02",1254,"3/31/1984",51,154,NA,134,30,"April_1",115
"STANLEY CREEK","4E03",930,"3/31/1984",85,280,NA,110,33,"April_1",254
"TRAPPING CREEK (LOWER)","2E05",930,"3/31/1984",21,67,NA,110,32,"April_1",61
"FORT ST.JAMES","1A07",810,"3/31/1984",14,38,NA,33,27,"April_1",116
"BURNS LAKE","1A16",820,"3/31/1984",33,100,NA,84,30,"April_1",119
"BROOKMERE","1C01",994,"3/31/1984",31,106,NA,62,34,"April_1",171
"MCGILLIVRAY PASS","1C05",1715,"3/31/1984",127,328,NA,57,26,"April_1",572
"HORSEFLY MOUNTAIN","1C13A",1612,"3/31/1984",128,420,NA,90,33,"April_1",466
"BRALORNE","1C14",1382,"3/31/1984",17,50,NA,33,29,"April_1",153
"DUFFEY LAKE","1C28",1253,"3/31/1984",93,345,NA,72,37,"April_1",480
"TENQUILLE LAKE","1D06",1680,"3/31/1984",244,990,NA,89,41,"April_1",1108
"ANGLEMONT","1F02",1168,"3/31/1984",82,329,NA,102,40,"April_1",321
"BUGABOO CREEK","2A26",1510,"3/31/1984",87,275,NA,77,32,"April_1",357
"REVELSTOKE","2B01",560,"3/31/1984",16,60,NA,40,38,"April_1",150
"ARROW CREEK","2D11",1620,"3/31/1984",155,528,NA,73,34,"April_1",728
"SUMMERLAND RESERVOIR","2F02",1304,"3/31/1984",65,203,NA,103,31,"April_1",197
"SILVER STAR MOUNTAIN","2F10",1834,"3/31/1984",195,713,NA,99,37,"April_1",723
"BOULEAU LAKE","2F21",1405,"3/31/1984",139,388,NA,127,28,"April_1",306
"TATLAYOKO LAKE","3A13",1710,"3/31/1984",61,160,NA,64,26,"April_1",249
"SUMALLO RIVER","3D01B",880,"3/31/1984",14,48,NA,21,34,"April_1",229
"PINE PASS","4A02",1439,"3/31/1984",314,1185,NA,98,38,"April_1",1204
"COOK FORKS","1E06",1390,"4/1/1984",218,864,NA,102,40,"April_1",846
"NAZKO","1C08",1029,"4/1/1984",2,8,NA,17,40,"April_1",46
"LYTTON","1C16",270,"4/1/1984",0,0,NA,0,NA,"April_1",0
"BIG CREEK","1C21",1130,"4/1/1984",0,0,NA,0,NA,"April_1",14
"WOLVERINE CREEK","1D13",250,"4/1/1984",0,0,NA,0,NA,"April_1",20
"MOUNT COOK","1E02A",1580,"4/1/1984",284,1161,NA,95,41,"April_1",1222
"MARBLE CANYON","2C05",1520,"4/1/1984",87,261,"A",78,30,"April_1",336
"ISINTOK LAKE","2F11",1651,"4/1/1984",51,137,NA,93,27,"April_1",148
"ESPERON CR (UPPER)","2F13",1634,"4/1/1984",127,444,NA,116,35,"April_1",383
"ESPERON CR (MIDDLE)","2F14",1440,"4/1/1984",110,360,NA,110,33,"April_1",328
"ESPERON CR (LOWER)","2F15",1340,"4/1/1984",83,272,NA,111,33,"April_1",245
"DIAMOND HEAD","3A21",1420,"4/1/1984",266,1184,NA,87,45,"April_1",1362
"MOUNT COKELY","3B02A",1267,"4/1/1984",158,688,NA,83,44,"April_1",831
"MACKENZIE AIRPORT","4A19",700,"4/1/1984",63,210,NA,100,33,"April_1",211
"BEATTON RIVER","4A23",820,"4/1/1984",19,42,NA,48,22,"April_1",87
"DEASE LAKE","4C03",805,"4/1/1984",29,81,NA,61,28,"April_1",132
"FORT NELSON AIRPORT","4C05",368,"4/1/1984",19,44,NA,47,23,"April_1",94
"MOUNT SAINT ANNE","1E11",1770,"4/2/1984",256,1064,NA,99,42,"April_1",1077
"PAVILION","1C06",1209,"4/2/1984",0,0,NA,0,NA,"April_1",22
"BOSS MTN. MINE","1C20",1500,"4/2/1984",164,553,NA,95,34,"April_1",580
"FIELD","2A03A",1310,"4/2/1984",25,67,NA,49,27,"April_1",137
"SUNDAY SUMMIT","2G01A",1310,"4/2/1984",3,13,NA,18,43,"April_1",74
"BLACKWALL PEAK","2G03",1940,"4/2/1984",165,632,NA,75,38,"April_1",840
"LOST HORSE MOUNTAIN","2G04",1988,"4/2/1984",91,228,NA,106,25,"April_1",216
"MOUNT SEYMOUR","3A15",1070,"4/2/1984",307,1360,NA,94,44,"April_1",1442
"WHISTLER MOUNTAIN","3A16",1450,"4/2/1984",156,608,NA,100,39,"April_1",606
"LIGHTNING LAKE","3D02",1254,"4/2/1984",57,191,NA,69,34,"April_1",278
"FORT ST. JOHN AIRPORT","4A25",692,"4/2/1984",11,33,NA,34,30,"April_1",97
"HUDSON BAY MTN.","4B03A",1452,"4/2/1984",126,422,NA,85,33,"April_1",499
"TERRACE A","4B13",1805,"4/2/1984",0,0,NA,0,NA,"April_1",45
"TERRACE AIRPORT","4B13A",219,"4/2/1984",0,0,NA,0,NA,"April_1",84
"EQUITY MINE","4B14",1434,"4/2/1984",119,360,NA,94,30,"April_1",385
"LU LAKE","4B15",1296,"4/2/1984",101,272,NA,93,27,"April_1",291
"TELEGRAPH CREEK","4D01",490,"4/2/1984",12,37,NA,25,31,"April_1",146
"MISSEZULA MOUNTAIN","2G05",1602,"4/3/1984",50,145,NA,74,29,"April_1",197
"HAMILTON HILL","2G06",1477,"4/3/1984",61,194,NA,67,32,"April_1",291
"BULLHEAD MOUNTAIN","4A28",798,"4/3/1984",15,36,NA,41,24,"April_1",87
"GRANDUC MINE","4B12",790,"4/3/1984",363,1496,NA,99,41,"April_1",1505
"HIGHLAND VALLEY","1C09A",1457,"4/4/1984",28,76,NA,92,27,"April_1",83
"HUMAMILT LAKE","1F05",1280,"4/4/1984",83,295,NA,100,36,"April_1",295
"DEADMAN RIVER","1C32",1463,"4/24/1984",22,54,NA,169,25,"May_1",32
"MOUNT WELLS","1B01",1489,"4/25/1984",128,473,NA,97,37,"May_1",487
"TAHTSA LAKE","1B02",1319,"4/25/1984",303,1260,NA,100,42,"May_1",1256
"SKINS LAKE","1B05",877,"4/25/1984",0,0,NA,0,NA,"May_1",3
"STAVE LAKE","1D08",1211,"4/25/1984",348,1536,NA,102,44,"May_1",1513
"WAHLEACH LAKE","1D09",1395,"4/25/1984",140,524,NA,85,37,"May_1",615
"NAHATLATCH RIVER","1D10",1530,"4/25/1984",262,1163,NA,85,44,"May_1",1361
"CHAR CREEK","2D06",1290,"4/25/1984",106,441,NA,98,42,"May_1",449
"SUNDAY SUMMIT","2G01A",1310,"4/25/1984",0,0,NA,0,NA,"May_1",3
"SPROAT LAKE","3B20",1220,"4/25/1984",439,1915,NA,119,44,"May_1",1606
"MARGARET LAKE","3B21",1040,"4/25/1984",471,2130,NA,113,45,"May_1",1885
"LIGHTNING LAKE","3D02",1254,"4/25/1984",46,152,NA,68,33,"May_1",223
"KLESILKWA","3D03A",1134,"4/25/1984",0,0,NA,0,NA,"May_1",103
"KIDPRICE LAKE","4B01",1415,"4/25/1984",209,915,NA,96,44,"May_1",951
"FORREST KERR CREEK","4D08",560,"4/25/1984",113,443,NA,93,39,"May_1",474
"SNIPPAKER CREEK","4D09",620,"4/25/1984",131,497,NA,86,38,"May_1",578
"TUMEKA CREEK","4D10",1220,"4/25/1984",139,502,NA,89,36,"May_1",564
"MOUNT ALBREDA","1E04",1920,"4/26/1984",194,767,NA,96,40,"May_1",801
"AZURE RIVER","1E08",1620,"4/26/1984",286,1202,NA,103,42,"May_1",1169
"KOSTAL LAKE","1E10",1770,"4/26/1984",258,1073,NA,111,42,"May_1",968
"HOLMES RIVER","1A18",1900,"4/26/1984",217,824,NA,106,38,"May_1",778
"DOME MOUNTAIN","1A19",1766,"4/26/1984",173,671,NA,84,39,"May_1",801
"BOSTON BAR CREEK (UPPER)","1D11",1340,"4/26/1984",235,914,NA,83,39,"May_1",1098
"BOSTON BAR CREEK (LOWER)","1D12",1230,"4/26/1984",129,514,NA,85,40,"May_1",608
"OTTOMITE","1D14",1460,"4/26/1984",303,1260,NA,90,42,"May_1",1407
"ENDERBY","1F04",1948,"4/26/1984",277,1160,NA,108,42,"May_1",1079
"GOLDSTREAM","2A16",1914,"4/26/1984",259,1080,NA,90,42,"May_1",1200
"KEYSTONE CREEK","2A18",1839,"4/26/1984",197,764,NA,93,39,"May_1",823
"MOLSON CREEK","2A21",1980,"4/26/1984",237,989,NA,87,42,"May_1",1137
"SUNBEAM LAKE","2A22",2066,"4/26/1984",204,836,NA,89,41,"May_1",939
"BUSH RIVER","2A23",1982,"4/26/1984",167,666,NA,80,40,"May_1",834
"KIRBYVILLE LAKE","2A25",1739,"4/26/1984",255,1122,NA,90,44,"May_1",1243
"DOWNIE SLIDE (LOWER)","2A27",964,"4/26/1984",98,436,NA,84,44,"May_1",517
"DOWNIE SLIDE (UPPER)","2A29",1628,"4/26/1984",272,1202,NA,86,44,"May_1",1402
"FERNIE","2C02",1070,"4/26/1984",0,0,NA,0,NA,"May_1",22
"FERNIE EAST","2C07",1213,"4/26/1984",32,92,NA,68,29,"May_1",136
"FERGUSON","2D02",929,"4/26/1984",56,235,NA,55,42,"May_1",429
"OYAMA LAKE","2F19",1365,"4/26/1984",29,79,NA,144,27,"May_1",55
"HAMILTON HILL","2G06",1477,"4/26/1984",51,157,NA,83,31,"May_1",190
"BEAR PASS","4B11",460,"4/26/1984",9,40,NA,16,44,"May_1",252
"FROG RIVER","4C14",1480,"4/26/1984",120,384,NA,91,32,"May_1",422
"KINASKAN LAKE","4D11",1020,"4/26/1984",77,248,NA,86,32,"May_1",288
"EAGLENEST CREEK","4D12",1540,"4/26/1984",78,222,NA,86,28,"May_1",257
"UPPER STIKINE","4D13",1450,"4/26/1984",129,452,NA,97,35,"May_1",466
"WADE LAKE","4D14",1370,"4/26/1984",103,335,NA,88,33,"May_1",382
"MONASHEE PASS","2E01",1387,"4/27/1984",87,318,NA,120,37,"May_1",266
"ATLIN LAKE","4E02",730,"4/27/1984",0,0,NA,NA,NA,"May_1",NA
"STANLEY CREEK","4E03",930,"4/27/1984",72,242,NA,95,34,"May_1",256
"COOK FORKS","1E06",1390,"4/27/1984",207,890,NA,111,43,"May_1",805
"BLUEJOINT MOUNTAIN","2E06",1990,"4/27/1984",208,850,NA,117,41,"May_1",725
"BARKERVILLE","1A03",1520,"4/27/1984",85,324,NA,102,38,"May_1",317
"PRINCE GEORGE AIRPORT","1A10",684,"4/27/1984",0,0,NA,0,NA,"May_1",10
"LONGWORTH (LOWER)","1A13",1230,"4/27/1984",20,60,NA,32,30,"May_1",185
"NARROW LAKE","1A21",1650,"4/27/1984",194,818,NA,86,42,"May_1",948
"PAVILION","1C06",1209,"4/27/1984",0,0,NA,0,NA,"May_1",0
"FRENCH SNOWSHOE","1C10",1580,"4/27/1984",155,669,"A",111,43,"May_1",603
"PENFOLD CREEK","1C23",1687,"4/27/1984",248,1063,NA,100,43,"May_1",1064
"YANKS PEAK","1C24",1710,"4/27/1984",178,768,NA,93,43,"May_1",828
"PARK MOUNTAIN","1F03",1890,"4/27/1984",236,1019,NA,105,43,"May_1",973
"FIELD","2A03A",1310,"4/27/1984",0,0,NA,0,NA,"May_1",20
"KICKING HORSE","2A07",1648,"4/27/1984",65,216,NA,73,33,"May_1",296
"BEAVERFOOT","2A11",1924,"4/27/1984",36,106,NA,62,29,"May_1",170
"VERMONT CREEK","2A19",1533,"4/27/1984",57,140,NA,43,25,"May_1",327
"WHATSHAN (UPPER)","2B05",1476,"4/27/1984",134,560,NA,101,42,"May_1",557
"BARNES CREEK","2B06",1598,"4/27/1984",136,532,NA,113,39,"May_1",470
"KOCH CREEK","2B07",1813,"4/27/1984",203,830,NA,107,41,"May_1",778
"ST. LEON CREEK","2B08",1828,"4/27/1984",259,1130,NA,89,44,"May_1",1267
"FERNIE (NE)","2C02A",1070,"4/27/1984",0,0,NA,0,NA,"May_1",54
"SULLIVAN MINE","2C04",1580,"4/27/1984",40,128,"A",70,32,"May_1",182
"MORRISSEY RIDGE","2C09",1860,"4/27/1984",124,495,NA,83,40,"May_1",600
"MORRISSEY RIDGE","2C09A",1800,"4/27/1984",133,522,NA,91,39,"May_1",573
"KIMBERLEY (UPPER) VOR","2C11",2148,"4/27/1984",114,356,NA,82,31,"May_1",434
"KIMBERLEY (MIDDLE) VOR","2C12",1692,"4/27/1984",51,159,NA,102,31,"May_1",156
"KIMBERLEY (LOWER) VOR","2C13",1370,"4/27/1984",0,0,NA,0,NA,"May_1",9
"FLOE LAKE","2C14",2087,"4/27/1984",169,646,NA,81,38,"May_1",800
"MOUNT ASSINIBOINE","2C15",2230,"4/27/1984",150,494,NA,87,33,"May_1",566
"MOUNT JOFFRE","2C16",1763,"4/27/1984",76,231,NA,67,30,"May_1",346
"THUNDER CREEK","2C17",2062,"4/27/1984",67,179,NA,66,27,"May_1",271
"SANDON","2D03",1072,"4/27/1984",0,0,NA,0,NA,"May_1",45
"NELSON","2D04",952,"4/27/1984",15,56,NA,39,37,"May_1",143
"EAST CREEK","2D08",2030,"4/27/1984",198,810,NA,86,41,"May_1",945
"MOUNT TEMPLEMAN","2D09",1879,"4/27/1984",226,974,NA,91,43,"May_1",1075
"GREYBACK RESERVOIR","2F08",1548,"4/27/1984",81,248,NA,157,31,"May_1",158
"BLACKWALL PEAK","2G03",1940,"4/27/1984",164,625,NA,80,38,"May_1",783
"MISSEZULA MOUNTAIN","2G05",1602,"4/27/1984",35,108,NA,106,31,"May_1",102
"PALISADE LAKE","3A09",898,"4/27/1984",283,1415,"A",110,50,"May_1",1291
"MOUNT SEYMOUR","3A15",1070,"4/27/1984",347,1774,NA,110,51,"May_1",1617
"TIEDEMANN GLACIER","3A17",1400,"4/27/1984",248,1073,NA,92,43,"May_1",1166
"ORCHID LAKE","3A19",1178,"4/27/1984",439,2100,"P",113,48,"May_1",1866
"FORBIDDEN PLATEAU","3B01",1110,"4/27/1984",350,1631,NA,108,47,"May_1",1507
"UPPER THELWOOD LAKE","3B10",1014,"4/27/1984",330,1518,"A",102,46,"May_1",1484
"SNO-BIRD LAKE","3B16",1400,"4/27/1984",321,1424,NA,114,44,"May_1",1249
"WOLF RIVER (UPPER)","3B17",1490,"4/27/1984",288,1250,NA,99,43,"May_1",1261
"WOLF RIVER (MIDDLE)","3B18",1050,"4/27/1984",131,472,NA,86,36,"May_1",546
"WOLF RIVER (LOWER)","3B19",615,"4/27/1984",0,0,NA,0,NA,"May_1",134
"HUDSON BAY MTN.","4B03A",1452,"4/27/1984",125,454,NA,89,36,"May_1",509
"CHAPMAN LAKE","4B04",1485,"4/27/1984",125,444,NA,94,36,"May_1",473
"MCKENDRICK CREEK","4B07",1048,"4/27/1984",49,172,NA,77,35,"May_1",223
"MOUNT CRONIN","4B08",1491,"4/27/1984",170,629,NA,102,37,"May_1",616
"EQUITY MINE","4B14",1434,"4/27/1984",103,352,NA,94,34,"May_1",373
"LU LAKE","4B15",1296,"4/27/1984",84,264,NA,99,31,"May_1",267
"LOG CABIN","4E01",886,"4/28/1984",74,282,NA,75,38,"May_1",376
"BIG WHITE MOUNTAIN","2E03",1672,"4/28/1984",146,543,NA,120,37,"May_1",451
"ADAMS RIVER","1E07",1769,"4/28/1984",210,810,NA,112,39,"May_1",726
"TORPY RIVER","1A09",1070,"4/28/1984",63,231,NA,63,37,"May_1",369
"MOUNT TIMOTHY","1C17",1632,"4/28/1984",97,309,NA,120,32,"May_1",257
"MOUNT COOK","1E02A",1580,"4/28/1984",298,1360,NA,105,46,"May_1",1299
"TROPHY MOUNTAIN","1E03A",1907,"4/28/1984",155,572,NA,94,37,"May_1",607
"ANGLEMONT","1F02",1168,"4/28/1984",62,255,NA,159,41,"May_1",160
"MOUNT REVELSTOKE","2A06",1830,"4/28/1984",271,1239,NA,98,46,"May_1",1262
"RECORD MOUNTAIN","2B09",1906,"4/28/1984",219,880,NA,121,40,"May_1",727
"BOULEAU LAKE","2F21",1405,"4/28/1984",121,384,NA,153,32,"May_1",251
"TATLAYOKO LAKE","3A13",1710,"4/28/1984",62,144,NA,63,23,"May_1",229
"GARIBALDI LAKE","3A14",1620,"4/28/1984",231,992,NA,89,43,"May_1",1119
"NOSTETUKO RIVER","3A22A",1500,"4/28/1984",105,370,NA,86,35,"May_1",431
"MOUNT COKELY","3B02A",1267,"4/28/1984",213,954,NA,117,45,"May_1",813
"PINE PASS","4A02",1439,"4/28/1984",282,1210,NA,94,43,"May_1",1292
"TRAPPING CR (UPPER)","2E04",1360,"4/29/1984",27,110,NA,167,41,"May_1",66
"KNOUFF LAKE","1E05",1189,"4/29/1984",22,78,NA,173,35,"May_1",45
"YELLOWHEAD","1A01",1860,"4/29/1984",123,441,NA,87,36,"May_1",505
"MCGILLIVRAY PASS","1C05",1715,"4/29/1984",125,403,NA,70,32,"May_1",573
"NAZKO","1C08",1029,"4/29/1984",0,0,NA,0,NA,"May_1",3
"HORSEFLY MOUNTAIN","1C13A",1612,"4/29/1984",103,390,NA,96,38,"May_1",408
"SHOVELNOSE MOUNTAIN","1C29",1456,"4/29/1984",10,28,NA,34,28,"May_1",82
"SPAHOMIN","1C30",1450,"4/29/1984",0,0,NA,0,NA,"May_1",3
"CONANT LAKE","1C31",1370,"4/29/1984",NA,NA,"N",NA,NA,"May_1",NA
"TENQUILLE LAKE","1D06",1680,"4/29/1984",262,1135,NA,97,43,"May_1",1173
"MARBLE CANYON","2C05",1520,"4/29/1984",55,197,NA,73,36,"May_1",270
"UPPER ELK RIVER","2C06",1340,"4/29/1984",0,0,NA,0,NA,"May_1",2
"TRAPPING CREEK (UPPER)","2E04A",1350,"4/29/1984",NA,NA,"N",NA,NA,"May_1",NA
"TROUT CREEK","2F01",1428,"4/29/1984",25,70,NA,125,28,"May_1",56
"SUMMERLAND RESERVOIR","2F02",1304,"4/29/1984",41,151,NA,117,37,"May_1",129
"MCCULLOCH","2F03",1266,"4/29/1984",4,9,NA,75,23,"May_1",12
"SILVER STAR MOUNTAIN","2F10",1834,"4/29/1984",188,779,NA,106,41,"May_1",734
"ISINTOK LAKE","2F11",1651,"4/29/1984",46,135,NA,138,29,"May_1",98
"MOUNT KOBAU","2F12",1817,"4/29/1984",139,429,NA,139,31,"May_1",309
"ESPERON CR (UPPER)","2F13",1634,"4/29/1984",118,454,NA,131,38,"May_1",346
"ESPERON CR (MIDDLE)","2F14",1440,"4/29/1984",84,316,NA,146,38,"May_1",216
"ESPERON CR (LOWER)","2F15",1340,"4/29/1984",56,202,NA,153,36,"May_1",132
"NICKEL PLATE","2G02",1890,"4/29/1984",72,203,NA,112,28,"May_1",182
"HEATHER MOUNTAIN","3B13",1170,"4/29/1984",189,836,NA,124,44,"May_1",674
"SUMALLO RIVER","3D01B",880,"4/29/1984",0,0,NA,0,NA,"May_1",76
"MC LEOD LAKE","4A01",980,"4/29/1984",16,48,NA,72,30,"May_1",67
"PINK MOUNTAIN","4A14",1170,"4/29/1984",0,0,NA,0,NA,"May_1",36
"SUMMIT LAKE","4C02",1291,"4/29/1984",0,0,NA,0,NA,"May_1",44
"CARMI","2E02",1254,"4/30/1984",15,55,NA,458,37,"May_1",12
"MCBRIDE (UPPER)","1A02",1590,"4/30/1984",109,387,NA,96,36,"May_1",403
"FORT ST.JAMES","1A07",810,"4/30/1984",0,0,NA,0,NA,"May_1",13
"KAZA LAKE","1A12",1247,"4/30/1984",97,337,NA,103,35,"May_1",328
"BURNS LAKE","1A16",820,"4/30/1984",0,0,NA,0,NA,"May_1",26
"MCBRIDE (MIDDLE)","1A20",1160,"4/30/1984",70,262,NA,104,37,"May_1",252
"MCBRIDE (LOWER)","1A22",790,"4/30/1984",0,0,NA,0,NA,"May_1",13
"BROOKMERE","1C01",994,"4/30/1984",0,0,NA,0,NA,"May_1",65
"LAC LE JEUNE (LOWER)","1C07",1370,"4/30/1984",0,0,NA,0,NA,"May_1",11
"BRALORNE","1C14",1382,"4/30/1984",0,0,NA,0,NA,"May_1",58
"GNAWED MOUNTAIN","1C19",1617,"4/30/1984",29,72,NA,133,25,"May_1",54
"LAC LE JEUNE (UPPER)","1C25",1471,"4/30/1984",20,60,NA,200,30,"May_1",30
"DUFFEY LAKE","1C28",1253,"4/30/1984",75,275,NA,73,37,"May_1",377
"ABERDEEN LAKE","1F01A",1262,"4/30/1984",2,8,NA,42,40,"May_1",19
"HADDO LAKE","1F01B",1300,"4/30/1984",10,35,NA,92,35,"May_1",38
"GLACIER","2A02",1249,"4/30/1984",124,555,NA,86,45,"May_1",643
"MOUNT ABBOT","2A14",2031,"4/30/1984",274,1198,NA,89,44,"May_1",1345
"FIDELITY MOUNTAIN","2A17",1852,"4/30/1984",254,1052,NA,81,41,"May_1",1306
"REVELSTOKE","2B01",560,"4/30/1984",0,0,NA,0,NA,"May_1",34
"SINCLAIR PASS","2C01",1374,"4/30/1984",0,0,NA,0,NA,"May_1",37
"MOYIE MOUNTAIN","2C10",1940,"4/30/1984",86,310,NA,82,36,"May_1",380
"GRAY CREEK (LOWER)","2D05",1558,"4/30/1984",108,404,NA,94,37,"May_1",429
"GRAY CREEK (UPPER)","2D10",1926,"4/30/1984",183,726,NA,95,40,"May_1",767
"POSTILL LAKE","2F07",1358,"4/30/1984",51,172,NA,142,34,"May_1",121
"WHITEROCKS MOUNTAIN","2F09",1789,"4/30/1984",150,595,NA,127,40,"May_1",470
"BRENDA MINE","2F18",1453,"4/30/1984",86,304,NA,154,35,"May_1",197
"VASEUX CREEK","2F20",1403,"4/30/1984",50,162,NA,395,32,"May_1",41
"MACDONALD LAKE","2F23",1742,"4/30/1984",139,483,NA,115,35,"May_1",421
"ISLAHT LAKE","2F24",1492,"4/30/1984",92,264,NA,113,29,"May_1",234
"GROUSE MOUNTAIN","3A01",1126,"4/30/1984",250,1202,NA,103,48,"May_1",1170
"DIAMOND HEAD","3A21",1420,"4/30/1984",299,1400,NA,99,47,"May_1",1408
"TENNENT LAKE","3B22",1134,"4/30/1984",201,950,NA,134,47,"May_1",710
"NEW TASHME","3D01A",700,"4/30/1984",0,0,NA,0,NA,"May_1",50
"WARE (UPPER)","4A03",1563,"4/30/1984",70,178,NA,65,25,"May_1",274
"WARE (LOWER)","4A04",969,"4/30/1984",20,50,NA,40,25,"May_1",124
"GERMANSEN (UPPER)","4A05",1489,"4/30/1984",91,285,NA,80,31,"May_1",355
"TUTIZZI LAKE","4A06",1043,"4/30/1984",31,104,NA,67,34,"May_1",155
"PULPIT LAKE","4A09",1331,"4/30/1984",112,383,NA,92,34,"May_1",418
"FREDRICKSON LAKE","4A10",1323,"4/30/1984",59,176,NA,76,30,"May_1",231
"TRYGVE LAKE","4A11",1409,"4/30/1984",108,370,NA,97,34,"May_1",381
"TSAYDAYCHI LAKE","4A12",1173,"4/30/1984",107,377,NA,98,35,"May_1",386
"PHILIP LAKE","4A13",1013,"4/30/1984",45,164,NA,84,36,"May_1",196
"MACKENZIE AIRPORT","4A19",700,"4/30/1984",0,0,NA,0,NA,"May_1",22
"BULLHEAD MOUNTAIN","4A28",798,"4/30/1984",0,0,NA,0,NA,"May_1",5
"JOHANSON LAKE","4B02",1480,"4/30/1984",91,288,NA,96,32,"May_1",301
"TACHEK CREEK","4B06",1133,"4/30/1984",42,108,NA,62,26,"May_1",175
"NINGUNSAW PASS","4B10",647,"4/30/1984",0,0,NA,0,NA,"May_1",263
"CASSIAR","4C04",1390,"4/30/1984",95,328,NA,95,35,"May_1",345
"MOUNT SAINT ANNE","1E11",1770,"5/1/1984",249,1122,NA,104,45,"May_1",1078
"MCQUEEN LAKE","1E12",1100,"5/1/1984",0,0,NA,0,NA,"May_1",0
"HIGHLAND VALLEY","1C09A",1457,"5/1/1984",18,55,NA,275,31,"May_1",20
"GREEN MOUNTAIN","1C12",1630,"5/1/1984",133,478,NA,79,36,"May_1",603
"MISSION RIDGE","1C18",1850,"5/1/1984",84,292,NA,65,35,"May_1",452
"BOSS MTN. MINE","1C20",1500,"5/1/1984",162,604,NA,106,37,"May_1",570
"WOLVERINE CREEK","1D13",250,"5/1/1984",0,0,NA,0,NA,"May_1",0
"BLUE RIVER TOWN","1E01A",670,"5/1/1984",0,0,NA,0,NA,"May_1",39
"BLUE RIVER","1E01B",673,"5/1/1984",0,0,NA,0,NA,"May_1",29
"CANOE RIVER","2A01A",866,"5/1/1984",0,0,NA,0,NA,"May_1",5
"FARRON","2B02A",1229,"5/1/1984",67,288,NA,157,43,"May_1",183
"ARROW CREEK","2D11",1620,"5/1/1984",NA,NA,"N",NA,NA,"May_1",NA
"GRAYSTOKE LAKE","2F04",1818,"5/1/1984",124,438,NA,128,35,"May_1",343
"MISSION CREEK","2F05",1780,"5/1/1984",162,609,NA,116,38,"May_1",524
"PEARSON CREEK","2F22",940,"5/1/1984",0,0,NA,0,NA,"May_1",3
"LOST HORSE MOUNTAIN","2G04",1988,"5/1/1984",98,243,NA,113,25,"May_1",215
"TRIPP MEADOWS","3B06",820,"5/1/1984",0,0,NA,0,NA,"May_1",87
"WEDEENE RIVER","3C04",340,"5/1/1984",0,0,NA,0,NA,"May_1",60
"LADY LAURIER LAKE","4A07",1446,"5/1/1984",145,522,NA,94,36,"May_1",555
"IPEC LAKE","4A08",1310,"5/1/1984",90,294,NA,90,33,"May_1",328
"MORFEE MOUNTAIN","4A16",1427,"5/1/1984",165,728,NA,90,44,"May_1",812
"MOUNT STEARNS","4A21",1514,"5/1/1984",49,103,NA,71,21,"May_1",146
"WONOWON","4A24",910,"5/1/1984",0,0,NA,0,NA,"May_1",14
"FORT ST. JOHN AIRPORT","4A25",692,"5/1/1984",0,0,NA,0,NA,"May_1",0
"KWADACHA RIVER","4A27",1620,"5/1/1984",126,392,NA,98,31,"May_1",399
"SIKANNI LAKE","4C01",1390,"5/1/1984",84,228,NA,86,27,"May_1",266
"DEASE LAKE","4C03",805,"5/1/1984",0,0,NA,0,NA,"May_1",38
"FORT NELSON AIRPORT","4C05",368,"5/1/1984",0,0,NA,0,NA,"May_1",12
"TELEGRAPH CREEK","4D01",490,"5/1/1984",0,0,NA,0,NA,"May_1",23
"ISKUT","4D02",931,"5/1/1984",0,0,NA,0,NA,"May_1",18
"ATLIN LAKE","4E02A",705,"5/1/1984",0,0,NA,0,NA,"May_1",29
"LONGWORTH (UPPER)","1A05",1693,"5/2/1984",141,582,NA,70,41,"May_1",830
"PACIFIC LAKE","1A11",756,"5/2/1984",60,240,NA,47,40,"May_1",507
"HEDRICK LAKE","1A14",1113,"5/2/1984",96,394,NA,61,41,"May_1",645
"KNUDSEN LAKE","1A15",1598,"5/2/1984",173,680,NA,78,39,"May_1",868
"REVOLUTION CREEK","1A17",1690,"5/2/1984",188,770,NA,87,41,"May_1",883
"NEWCASTLE RIDGE","3B14",1170,"5/2/1984",382,1802,NA,126,47,"May_1",1434
"MOUNT SHEBA","4A18",1480,"5/2/1984",153,596,NA,67,39,"May_1",891
"MONKMAN CREEK","4A20",1566,"5/2/1984",128,455,NA,78,36,"May_1",580
"BEATTON RIVER","4A23",820,"5/3/1984",0,0,NA,0,NA,"May_1",19
"WHISTLER MOUNTAIN","3A16",1450,"5/6/1984",168,650,NA,110,39,"May_1",593
